Hospital_ID,Hospital_Name,Address,City,State,Zip_Code,Bed_Count,Hospital_Type,Rating,Accreditation,Phone
HOSP00481,General Hospital,8727 Hill St,Phoenix,TX,61457,1113,,4.2,,(614) 146-9674
HOSP00482,Valley View Hospital,5022 Main St,Phoenix,MA,24727,876,Community,1.3,Joint Commission,(423) 633-6283
HOSP00483,General Hospital,1866 Elm St,Houston,VA,53040,729,Trauma Center,4.4,JCI,(920) 782-8542
HOSP00484,General Hospital,7717 Oak St,Chicago,GA,17156,1170,General,4.7,joint commission,(974) 643-9806
HOSP00485,Valley View Hospital ,8664 Main St,Los Angeles,FL,89222,1001,Community,3.9,None,(519) 373-4462
HOSP00486,Valley View Hospital,9201 Lake Ave,Phoenix,IL,37614,791,Teaching,n/a,JCI,(512) 759-1614
HOSP00487,General Hospital,8271 Main Ave,,NY,34486,566,General,3.3,,(304) 260-2267
HOSP00488,Sunrise Medical,6925 Oak St,Chicago,MA,92182,1186,,4.9,DNV,(304) 743-2028
HOSP00489,St. Mary Medical Center,474 Hill St,New York,NC,61047,449,General,1.0,,(623) 817-7735
HOSP00490,Lakeside Health,2637 Main St,Phoenix,PA,66154,,Teaching,3.9,DNV,(943) 720-9136
HOSP00491,Regional Medical Center,8413 Main Ave,Los Angeles,TX,11963,474,Rehabilitation,1.2,,(400) 791-2919
HOSP00492,Metro Medical Center,6105 Oak St,Dallas,MA,,357,Trauma Center,4.2,DNV,(715) 406-6302
HOSP00493,Valley View Hospital,1533 Hill St,,MA,37765,530,Trauma Center,2.0,,(853) 979-2260
HOSP00494,Lakeside Health,1198 Main Ave,,CA,92705,116,Trauma Center,2.3,CARF,
HOSP00495,Community Hospital,5972 Main Ave,Chicago ,,36504,256,Teaching,3.7,DNV,(501) 182-6095
HOSP00496,Valley View Hospital,6223 Elm Ave,Houston,WA,62578,,Psychiatric ,2.4,,(432) 204-9802
HOSP00497,,6950 Hill St,Houston,GA,71762,631,General,2.0,Joint Commission,(812) 569-8305
HOSP00498,Sunrise Medical,8729 Park Ave,Los Angeles,NY,80701,678,Teaching,3.7,DNV,(960) 344-8844
HOSP00499,Sunrise Medical,5800 Oak Ave,Phoenix,PA,80818,828,Trauma Center,3.0,Joint Commission,(328) 536-8760
HOSP00500,Mercy Hospital,1820 Oak St,Phoenix,PA,19390,567,Trauma Center,1.5,,(346) 617-4324
HOSP00501,Mercy Hospital,4906 Main Ave,Chicago,CA,32737,542,,1.4,,(237) 827-4247
HOSP00502,St. Mary Medical Center,7031 Hill St,Los Angeles,GA,71027,725,Community,1.0,None,(388) 507-9899
HOSP00503,Community Hospital,6114 Main St,Chicago,VA,97191,1013,,4.9,JCI,(739) 191-8492
HOSP00504,,9500 Main Ave,,,10337,354,Psychiatric,1.2,,(838) 608-9354
HOSP00505,Lakeside Health,4277 Lake St,New York,NC,68524,877,Rehabilitation,2.4,JCI,(944) 512-7151
HOSP00506,City Health Clinic,9569 Lake St,Dallas ,NY ,34127,732,Trauma Center,n/a,Joint Commission,(500) 824-7786
HOSP00507,City Health Clinic,6265 Hill Ave,Dallas,PA,30586,1032,Community,n/a,Joint Commission,(692) 260-2494
HOSP00508,City Health Clinic,5673 Lake Ave,Houston,WA,71183,766,Psychiatric,N/A,JCI,(266) 116-5387
HOSP00509,Mercy Hospital,5823 Lake St,Phoenix,MI ,66788,1026,Community,3.7,Joint Commission,
HOSP00510,St. Mary Medical Center,2807 Park Ave,,NY,43526,946,Teaching,1.1,JCI,(414) 943-5149
HOSP00511,Lakeside Health,8293 Park Ave,Phoenix,,47931,485,Psychiatric,4.3,,(490) 431-5958
HOSP00512,Mercy Hospital,1132 Oak St,Phoenix ,MA,15863,702,Rehabilitation,4.3,,(362) 765-3647
HOSP00513,CITY HEALTH CLINIC,1035 Main St,Dallas,FL,81380,1150,Rehabilitation,3.5,,(413) 662-3294
HOSP00514,Regional Medical Center,9603 Elm St,Los Angeles,NJ,37535,543,Trauma Center,3.2,DNV,(207) 852-8520
HOSP00515,St. Mary Medical Center,4359 Oak Ave,Phoenix,,75233,649,General,2.5,None,(514) 157-5023
HOSP00516,Community Hospital,7792 Park Ave,Chicago,AZ,86757,1017,General,1.4,joint commission,(900) 629-9058
HOSP00517,St. Mary Medical Center,9399 Hill Ave,,FL,,188,General ,1.6,JCI,(884) 244-6521
HOSP00518,General Hospital,2972 Lake Ave,New York,TX,48409,602,,,None,(258) 183-1509
HOSP00519,Community Hospital,8147 Lake St,New York,NJ,43807,601,Teaching,4.2,None,(498) 399-3915
HOSP00520,Metro Medical Center,2308 Main Ave,Dallas,IL,45746,584,Specialty,1.5,joint commission,(765) 705-5184
HOSP00521,,2496 Hill St,Chicago,NC,26441,647,Specialty,3.3,DNV,(608) 111-1635
HOSP00522,Sunrise Medical,9591 Park Ave,Houston,AZ ,67528,68,Teaching,4.1,None,(293) 992-7294
HOSP00523,General Hospital,6184 Hill Ave,Houston,NY,40861,337,Psychiatric,2.0,None,(712) 376-9201
HOSP00524,,5571 Lake Ave,Phoenix,PA,89242,905,Rehabilitation,1.6,joint commission,(511) 339-6266
HOSP00525,Metro Medical Center,458 Hill Ave,Houston,NC,43374,185,Psychiatric,1.3,,(716) 206-9952
HOSP00526,Valley View Hospital,76 Oak Ave,New York,WA,79785,750,Community,3.7,joint commission ,
HOSP00527,City Health Clinic,8027 Elm St,Phoenix,FL,15208,1119,Specialty,2.5,CARF,(703) 674-4658
HOSP00528,City Health Clinic,9809 Oak Ave,Chicago,MA,54543,1165,,1.5,JCI,(333) 106-2383
HOSP00529,Regional Medical Center,5432 Oak St,Chicago,OH,21004,511,Rehabilitation,2.1,DNV,(216) 801-4835
HOSP00530,City Health Clinic,2021 Elm Ave,Los Angeles,OH,77147,,Psychiatric,3.6,None,(427) 865-5659
HOSP00531,Metro Medical Center,2113 Park Ave,Chicago,PA,18990,,Community,4.2,,(782) 872-1614
HOSP00532,Sunrise Medical,3242 Elm Ave,,TX,39648,60,Specialty,N/A,CARF,(878) 306-4390
HOSP00533,Community Hospital,5527 Oak Ave,Phoenix,VA,18331,666,Teaching,2.4,joint commission,(572) 829-3297
HOSP00534,Sunrise Medical,3129 Main Ave,Dallas,PA,49171,711,Community,3.1,Joint Commission,(937) 471-8606
HOSP00535,Sunrise Medical,7023 Hill St,Houston,,70244,,Trauma Center,5.0,DNV,(215) 654-4357
HOSP00536,Metro Medical Center,2576 Hill Ave,Los Angeles,OH,73159,502,Community,3.0,DNV,(677) 158-7564
HOSP00537,,8341 Park Ave,Phoenix,TX,44791,1019,General,4.6,DNV,(279) 567-5721
HOSP00538,Sunrise Medical,4276 Oak St,Houston,WA,50278,654,Rehabilitation ,2.3,JCI,(872) 127-5611
HOSP00539,General Hospital,6496 Hill Ave,,NY,62255,815,Specialty,2.7,joint commission,(231) 784-6800
HOSP00540,Community Hospital,2845 Oak St,New York,NY,,194,General,2.6,None,(318) 280-2036
HOSP00541,Community Hospital,9457 Oak St,Phoenix,,14289,500,Psychiatric,3.7,DNV,(693) 682-1551
HOSP00542,Regional Medical Center,8161 Main Ave,Los Angeles,VA,42893,945,,1.5,CARF,(737) 825-9551
HOSP00543,Lakeside Health,4810 Hill St,Los Angeles,CA,37914,205,,3.7,joint commission,(478) 116-1215
HOSP00544,Lakeside Health ,9391 Park St,New York,VA,65917,525,General,2.7,,(549) 775-8764
HOSP00545,City Health Clinic,2437 Main St,Phoenix,GA ,34323,796,Psychiatric,,joint commission,(376) 319-4731
HOSP00546,Mercy Hospital,8568 Hill Ave,Dallas,NY,47063,285,Community,2.6,,(877) 173-4800
HOSP00547,Lakeside Health,33 Main Ave,Houston,VA,51533,190,Rehabilitation,4.4,CARF,(979) 727-9845
HOSP00548,Community Hospital,542 Park Ave,Phoenix,,10939,659,Trauma Center,4.8,CARF,(909) 498-4803
HOSP00549,Lakeside Health,3227 Elm Ave,Phoenix,FL,58172,786,Teaching,3.0,,(921) 565-9671
HOSP00550,Community Hospital,3169 Lake St,Los Angeles,GA,29105,358,Teaching,1.9,JCI,(481) 997-3257
HOSP00551,Mercy Hospital,7756 Elm St,New York,OH,71782,485,Trauma Center,3.0,CARF,(936) 995-1043
HOSP00552,Lakeside Health,1705 Hill Ave,Chicago,MA,79744,887,,1.6,JCI,(909) 444-7893
HOSP00553,Lakeside Health,7333 Lake Ave,Houston,,83287,358,Specialty,2.7,Joint Commission,(565) 493-8752
HOSP00554,St. Mary Medical Center,3695 Oak St,Phoenix,IL,25449,446,Rehabilitation,2.1,Joint Commission,(480) 510-4695
HOSP00555,General Hospital,466 Oak Ave,Chicago,NJ,37725,374,Trauma Center,4.5,Joint Commission,(668) 355-6125
HOSP00556,,5146 Elm St,Chicago,VA,87844,867,Specialty,5.0,Joint Commission,(220) 698-1290
HOSP00557,Community Hospital,2523 Oak Ave,Phoenix,,76670,1146,Psychiatric,3.1,DNV,(642) 254-2430
HOSP00558,St. Mary Medical Center,4917 Oak St,Chicago,PA,28782,1139,,1.1,None,(839) 907-1976
HOSP00559,Regional Medical Center,7030 Lake St,Houston ,WA,58089,193,Psychiatric,1.5,Joint Commission,(892) 736-9597
HOSP00560,Sunrise Medical,3255 Main Ave,Houston,NJ,32782,724,,2.2,joint commission,(799) 199-3307
HOSP00561,COMMUNITY HOSPITAL,8011 Lake St,Phoenix,VA,,377,Specialty,3.4,joint commission,(821) 405-4015
HOSP00562,Metro Medical Center,1499 Oak Ave,Chicago,PA,27973,272,Trauma Center,5.0,Joint Commission,(530) 229-4992
HOSP00563,Valley View Hospital,4265 Park St,Chicago,OH,,664,Trauma Center,2.1,Joint Commission,(856) 839-2291
HOSP00564,General Hospital,3698 Park Ave,Los Angeles,,44395,118,Teaching,3.3,DNV,(756) 122-9558
HOSP00565,Community Hospital,1567 Lake Ave,Houston,NJ,54490,930,Rehabilitation,3.8,DNV,(886) 895-4100
HOSP00566,Sunrise Medical,9833 Oak St,New York ,FL,81227,545,Rehabilitation,2.3,JCI,(531) 338-4914
HOSP00567,Community Hospital,8260 Oak St,Los Angeles,MI,37033,768,Psychiatric,3.5,Joint Commission ,(351) 898-8951
HOSP00568,Regional Medical Center,5690 Elm St,New York,OH,25392,,Rehabilitation,2.1,DNV,(945) 466-8076
HOSP00569,Valley View Hospital,4251 Elm Ave,New York,AZ,36340,223,Psychiatric,2.9,None,(979) 797-8528
HOSP00570,Lakeside Health,7256 Elm Ave,Dallas,OH,17926,477,Psychiatric,2.0,Joint Commission,(301) 416-1941
HOSP00571,Community Hospital,7970 Park St,Chicago,VA,87631,512,Community,2.2,JCI,(848) 775-1657
HOSP00572,Lakeside Health ,4642 Elm Ave,Chicago,PA,66993,493,Psychiatric,3.4,Joint Commission,(750) 688-6781
HOSP00573,Valley View Hospital,2521 Lake Ave,Dallas,IL,35983,757,Community,4.4,JCI,(707) 143-8890
HOSP00574,Sunrise Medical,5557 Hill St,Los Angeles,NY,87694,455,General,3.6,CARF ,(389) 245-9531
HOSP00575,General Hospital,3752 Main St,,CA,45167,497,Specialty,4.9,DNV,(655) 115-2406
HOSP00576,General Hospital,6831 Hill St,Houston,IL,92625,142,Psychiatric,2.1,JCI,(405) 442-6989
HOSP00577,Lakeside Health,9615 Oak Ave,New York,OH,73272,740,Rehabilitation,1.2,None ,(378) 507-1549
HOSP00578,City Health Clinic,1268 Elm Ave,Houston,FL,27194,931,General,1.7,,(394) 110-8702
HOSP00579,,1450 Main St,Phoenix,VA,57445,325,Community ,4.9,,(387) 341-9178
HOSP00580,COMMUNITY HOSPITAL,2803 Hill St,Houston,AZ,23887,836,Trauma Center,3.1,Joint Commission,(734) 954-3592
HOSP00581,Metro Medical Center,6311 Main St,Houston,WA,92597,658,General,3.0,JCI,(481) 529-4581
HOSP00582,General Hospital,6521 Park St,New York,MA,10109,926,Psychiatric,2.8,DNV,(629) 970-9458
HOSP00583,,9450 Elm St,New York,OH,15973,321,Rehabilitation,4.2,joint commission,(798) 262-2155
HOSP00584,Community Hospital ,8404 Park St,Phoenix,NC,24155,725,Rehabilitation,1.6,JCI,(463) 607-5482
HOSP00585,Community Hospital,4112 Main St,Los Angeles,NC,77850,1103,Rehabilitation,3.1,None,(284) 894-6154
HOSP00586,Lakeside Health,1870 Park Ave,Phoenix,GA,15761,656,Psychiatric,3.2,joint commission,(286) 194-6672
HOSP00587,Metro Medical Center ,694 Park St,,PA,47426,314,Rehabilitation,3.6,CARF,(361) 414-7556
HOSP00588,Valley View Hospital,3159 Park St,New York,IL,91947,144,Specialty,2.7,DNV,(588) 356-6193
HOSP00589,City Health Clinic,4366 Lake Ave,Los Angeles,VA,93413,1111,General,4.1,,(801) 128-7043
HOSP00590,Regional Medical Center,3442 Main St,Chicago,VA,11189,835,Specialty,3.9,CARF,(666) 319-8896
HOSP00591,METRO MEDICAL CENTER,3624 Lake Ave,,PA,93222,553,Rehabilitation,1.7,DNV,(305) 235-2455
HOSP00592,Valley View Hospital,8999 Lake St,,IL,11251,600,Community ,3.8,CARF,(824) 843-1421
HOSP00593,Regional Medical Center,1104 Oak Ave,Houston,AZ,89649,849,Community,2.1,joint commission,(647) 599-6426
HOSP00594,Mercy Hospital,2391 Oak St,New York,PA,96818,792,Specialty,2.6,DNV ,(897) 887-7779
HOSP00595,City Health Clinic ,3303 Main Ave,New York,MI,40895,859,Trauma Center,2.3,Joint Commission,(245) 588-4722
HOSP00596,Valley View Hospital,1554 Park Ave,Chicago,NC,74426,75,Community,1.9,None,(943) 578-9023
HOSP00597,Mercy Hospital,6319 Park St,Chicago,MI,72687,91,Specialty,N/A,JCI,(900) 243-2417
HOSP00598,Metro Medical Center,8103 Lake St,Phoenix,VA,33822,50,Teaching,1.3,joint commission,
HOSP00599,Mercy Hospital,4911 Elm St,New York ,IL,53053,1058,,4.0,joint commission,(323) 322-3030
HOSP00600,Community Hospital,2137 Park St,Dallas,FL,42024,954,Specialty,2.7,None,
HOSP00601,,4596 Main St,Los Angeles,AZ,,146,Community,2.0,JCI,(750) 580-6940
HOSP00602,Sunrise Medical,4282 Park Ave,Dallas,CA ,32334,845,Trauma Center,2.2,joint commission,(743) 404-3566
HOSP00603,Metro Medical Center,5704 Elm Ave,Los Angeles,IL,,1181,Teaching,3.7,JCI,(571) 637-8858
HOSP00604,Lakeside Health,101 Elm Ave,Los Angeles,IL,98112,1030,Rehabilitation,1.8,None,(690) 110-2424
HOSP00605,Mercy Hospital,7133 Hill Ave,Dallas,NC,44033,187,Psychiatric,2.9,CARF,(844) 578-6715
HOSP00606,Community Hospital,148 Lake St,Los Angeles,NJ,10063,437,Teaching,2.5,,(672) 175-3337
HOSP00607,Regional Medical Center,9972 Park Ave,,VA,70398,119,Community,2.0,Joint Commission,(562) 112-7759
HOSP00608,Community Hospital,6170 Lake St,Houston,NC,57091,962,,4.4,Joint Commission,(417) 391-2899
HOSP00609,Lakeside Health,9525 Hill Ave,Houston,OH,21257,410,Teaching,4.7,,(508) 333-9793
HOSP00610,Sunrise Medical,8653 Park St,Dallas,NJ,,370,Specialty,3.6,CARF,(998) 556-5759
HOSP00611,Community Hospital,9579 Main Ave,New York,MA,56807,218,,2.7,,(919) 361-5047
HOSP00612,Mercy Hospital,4681 Elm Ave,Phoenix,MI,80894,975,Rehabilitation,4.0,DNV,(856) 535-1395
HOSP00613,Mercy Hospital,8738 Oak St,New York,,46822,777,General,4.6,joint commission,(683) 747-3430
HOSP00614,Valley View Hospital,8681 Oak St,Dallas,WA,48704,259,Rehabilitation,3.9,None,
HOSP00615,City Health Clinic,3272 Park Ave,Chicago,MI,23239,737,,3.5,,(812) 467-6327
HOSP00616,City Health Clinic,8723 Main St,New York,OH,50503,674,Teaching,1.1,joint commission,(855) 285-1727
HOSP00617,,9788 Park Ave,Los Angeles,WA,,1121,Trauma Center,n/a,DNV,(672) 694-2786
HOSP00618,Regional Medical Center,974 Hill St,New York,,75711,781,Community,2.9,joint commission,(877) 597-7345
HOSP00619,Mercy Hospital,9561 Hill St,Phoenix,VA,53486,834,Teaching,3.7,joint commission,(974) 767-8693
HOSP00620,General Hospital,6909 Hill St,Houston,VA,36034,,Psychiatric,1.9,None,(561) 355-8543
HOSP00621,General Hospital,2847 Hill St,New York ,MA,66225,1173,Trauma Center,3.9,None,(432) 923-6215
HOSP00622,Lakeside Health ,3184 Oak Ave,New York,IL,45871,,Rehabilitation,1.4,Joint Commission,(917) 808-1605
HOSP00623,Lakeside Health,2057 Main Ave,New York,IL,64772,609,Specialty,3.0,Joint Commission,(785) 292-3016
HOSP00624,City Health Clinic,3691 Park Ave,New York,WA,83046,258,,1.1,,(366) 641-3069
HOSP00625,Valley View Hospital,6500 Lake St,Phoenix,WA,23213,803,Rehabilitation,2.8,,
HOSP00626,Metro Medical Center,3891 Elm Ave,Phoenix,VA,72855,458,Trauma Center,n/a,joint commission,
HOSP00627,Lakeside Health,9529 Main St,New York,CA,50097,298,Trauma Center ,1.8,joint commission,(262) 162-5646
HOSP00628,Lakeside Health,497 Oak Ave,Dallas,CA,75672,710,Trauma Center,n/a,Joint Commission,(796) 815-1660
HOSP00629,,2032 Lake Ave,Los Angeles,FL,65241,506,Specialty,5.0,None,(532) 441-4543
HOSP00630,Mercy Hospital,8972 Oak St,,NJ,17599,426,Rehabilitation,4.4,joint commission,(836) 271-8670
HOSP00631,General Hospital,3902 Elm Ave,Dallas,PA,65529,845,Community,1.9,,(924) 474-8381
HOSP00632,City Health Clinic,7109 Main Ave,Houston,IL,99870,916,Trauma Center,3.2,DNV,(432) 761-1254
HOSP00633,Community Hospital,4339 Elm Ave,New York,MI,68980,393,,2.1,,(934) 491-7293
HOSP00634,General Hospital,4235 Elm Ave,Chicago,IL ,78625,541,Psychiatric,1.8,DNV,(279) 512-5136
HOSP00635,Valley View Hospital,1469 Elm Ave,Dallas,CA,64878,370,,2.1,DNV ,(641) 255-6288
HOSP00636,City Health Clinic,1905 Main St,Houston,FL,54844,1079,Rehabilitation,3.1,joint commission,(855) 806-6793
HOSP00637,General Hospital,6775 Oak St,Los Angeles,,44113,730,Specialty,2.1,Joint Commission,(878) 856-3155
HOSP00638,Regional Medical Center,8970 Park Ave,Houston ,NC,87656,554,Rehabilitation,1.9,Joint Commission,(603) 468-4151
HOSP00639,Lakeside Health,3492 Lake Ave,Phoenix,PA,25111,152,Psychiatric,3.1,JCI,(896) 432-2514
HOSP00640,St. Mary Medical Center,4735 Main St,Houston,TX,30838,638,General,2.2,joint commission,(652) 894-6444
HOSP00641,Sunrise Medical,1691 Park St,Phoenix,CA,56134,245,Trauma Center,3.6,,
HOSP00642,Regional Medical Center,7098 Elm St,,WA,90125,819,Rehabilitation,1.4,JCI,(712) 105-5296
HOSP00643,Metro Medical Center,4257 Hill Ave,Dallas,AZ,43632,398,,2.9,DNV,(457) 874-2067
HOSP00644,,8948 Hill Ave,Houston,PA,21412,62,Trauma Center,1.7,DNV,(508) 758-2956
HOSP00645,St. Mary Medical Center,1582 Park St,Dallas,IL,16596,255,Rehabilitation,4.2,None,(293) 523-6994
HOSP00646,St. Mary Medical Center,4188 Lake St,Dallas,NY,21841,286,Community,4.3,JCI,(642) 109-6772
HOSP00647,,7416 Lake Ave,Dallas,,99594,608,General,3.3,CARF,(536) 606-8169
HOSP00648,Lakeside Health,2682 Lake Ave,Los Angeles,FL,,659,Psychiatric,,CARF,(944) 468-6164
HOSP00649,Metro Medical Center,3867 Main Ave,Phoenix ,GA,68242,644,Teaching,4.3,JCI,(218) 945-2080
HOSP00650,Community Hospital,2026 Lake Ave,,FL,74200,890,Psychiatric,1.4,DNV,(608) 232-9538
HOSP00651,Sunrise Medical,7240 Main St,Houston,PA,35216,80,Community,5.0,None,(731) 347-4871
HOSP00652,,5950 Oak Ave,Dallas,AZ,62224,339,Trauma Center,3.2,joint commission,(359) 465-2089
HOSP00653,Mercy Hospital,1463 Main St,Chicago,CA,,167,General,3.6,Joint Commission ,(868) 829-2638
HOSP00654,COMMUNITY HOSPITAL,7711 Park Ave,Dallas ,MA,96511,144,Rehabilitation,1.7,Joint Commission,(705) 514-7632
HOSP00655,Metro Medical Center,1147 Elm St,Houston,NY,82124,183,General,3.6,,(955) 292-9568
HOSP00656,Regional Medical Center,1171 Oak Ave,Phoenix,AZ,62523,383,Specialty,2.7,JCI,(619) 148-1565
HOSP00657,St. Mary Medical Center,7705 Elm Ave,Los Angeles,FL ,70747,312,Teaching,2.2,JCI,(755) 205-6874
HOSP00658,,8209 Main St,Dallas,PA,79027,1200,Community,4.8,,(553) 670-4903
HOSP00659,Sunrise Medical,2578 Hill St,Phoenix,PA,52757,283,Rehabilitation,3.2,joint commission ,(513) 550-5231
HOSP00660,Lakeside Health,9467 Hill Ave,,MI,76228,112,Rehabilitation,1.5,joint commission,(702) 944-6226
HOSP00661,Mercy Hospital ,3523 Lake St,Houston,VA,98378,1028,General,3.0,JCI,(880) 407-7347
HOSP00662,Metro Medical Center,9979 Main St,New York,,44398,566,Specialty,1.5,,(530) 528-6720
HOSP00663,MERCY HOSPITAL,9736 Main Ave,Houston,CA,18217,1105,,1.2,Joint Commission,(942) 110-4544
HOSP00664,Metro Medical Center,2903 Park Ave,Dallas,TX,37669,259,Trauma Center,4.9,JCI,(302) 853-1821
HOSP00665,Lakeside Health,5702 Oak St,Phoenix,IL,39263,834,Rehabilitation,2.1,DNV,(655) 166-3299
HOSP00666,Mercy Hospital,2894 Main St,New York,,23428,490,Teaching,3.0,DNV,(335) 182-9617
HOSP00667,Community Hospital,1972 Park St,,WA,31970,266,General,3.9,Joint Commission,(918) 301-6093
HOSP00668,Regional Medical Center,4137 Park Ave,Chicago ,IL,33436,934,Rehabilitation,4.8,joint commission,(614) 802-3142
HOSP00669,St. Mary Medical Center,1459 Park Ave,Dallas,AZ,74276,94,General,4.0,None,(451) 649-5022
HOSP00670,Mercy Hospital,6076 Main St,Dallas,TX,40631,112,,4.2,CARF,(909) 720-3147
HOSP00671,St. Mary Medical Center,1816 Oak Ave,Chicago,,42315,322,Community,2.2,CARF,(406) 657-8329
HOSP00672,City Health Clinic,969 Main St,Los Angeles,OH,74263,686,General,3.4,None,(613) 765-6030
HOSP00673,City Health Clinic,9661 Lake St,Houston,MA ,35592,650,Specialty,1.5,None,(833) 395-2403
HOSP00674,City Health Clinic,813 Lake Ave,New York,VA,86919,740,Teaching,1.1,Joint Commission,(710) 100-1313
HOSP00675,General Hospital,4697 Elm St,Dallas,WA,21741,831,Community,4.4,JCI,(775) 850-2409
HOSP00676,Lakeside Health ,7695 Oak St,Los Angeles,NY,62792,,Teaching,n/a,CARF,(693) 760-3744
HOSP00677,Mercy Hospital,6291 Oak St,Houston,NJ,63188,774,Specialty,3.6,,(426) 665-7796
HOSP00678,Sunrise Medical,2778 Park St,Houston,GA ,91593,134,Community,4.7,joint commission ,(571) 370-6931
HOSP00679,Regional Medical Center,2433 Elm Ave,Chicago,NY,51486,1154,Trauma Center,1.5,,(352) 294-9882
HOSP00680,Sunrise Medical,1297 Park St,Houston,VA,83643,476,Trauma Center,1.9, ,(559) 559-1503
HOSP00681,,8082 Lake Ave,Houston,CA,15535,93,Psychiatric,1.7,DNV,(208) 110-2383
HOSP00682,Metro Medical Center,7443 Oak St,Phoenix,AZ,55941,1014,Community,2.2,JCI,(685) 339-4045
HOSP00683,Regional Medical Center,4949 Park St,Los Angeles,NC,60583,382,General,4.9,CARF,(216) 378-6890
HOSP00684,Valley View Hospital,4401 Oak St,Phoenix,PA,49568,548,Specialty,3.2,None,(863) 991-4232
HOSP00685,General Hospital,4650 Oak Ave,New York,CA,16913,959,Teaching,4.4,DNV,(803) 781-1431
HOSP00686,Community Hospital,1138 Park Ave,,FL,11655,1045,Psychiatric,2.5,,(273) 221-1785
HOSP00687,St. Mary Medical Center,2202 Oak St,Chicago,,17269,125,Psychiatric,1.8,joint commission,(525) 229-1040
HOSP00688,Regional Medical Center,4700 Hill Ave,New York,CA,71870,393,Community,3.0,,(972) 616-9921
HOSP00689,Sunrise Medical,549 Hill Ave,Los Angeles,FL,88346,71,Rehabilitation,3.5,None,(472) 817-8430
HOSP00690,City Health Clinic,923 Park St,Houston,MA,88043,705,,4.4,joint commission,(607) 835-2210
HOSP00691,Sunrise Medical,1946 Oak St,Phoenix,OH,67578,567,Psychiatric,4.0,None,(525) 482-3706
HOSP00692,Community Hospital,7493 Oak Ave,Dallas,FL,41324,1147,Community,3.5,CARF,(242) 152-2053
HOSP00693,City Health Clinic,4718 Lake St,Phoenix ,NY,82777,703,,2.1,None,(707) 782-8048
HOSP00694,St. Mary Medical Center,3598 Hill Ave,New York,CA ,13669,914,Rehabilitation,2.4,JCI,(630) 505-3125
HOSP00695,,4969 Main St,Los Angeles,FL,18287,225,Community,2.8,None,(829) 572-8220
HOSP00696,Metro Medical Center,1965 Hill St,Los Angeles,MA,20329,1010,Specialty,2.5,,(312) 369-5558
HOSP00697,Community Hospital,2730 Park St,Los Angeles,TX,63520,1108,Rehabilitation,2.2,JCI,(996) 692-8919
HOSP00698,Metro Medical Center,262 Main Ave,New York,MI,66438,918,Community,3.2,CARF,(236) 313-8178
HOSP00699,Sunrise Medical,5298 Main St,Los Angeles,NY,27526,247,Rehabilitation,4.7,CARF,(609) 493-2780
HOSP00700,,384 Park Ave,Phoenix,GA,95745,1004,General,1.1,None,(251) 640-5963
HOSP00701,Metro Medical Center,7377 Elm St,Houston,PA,72329,466,Teaching,4.1,,(429) 840-9279
HOSP00702,Community Hospital,7704 Oak Ave,Phoenix,NJ,99516,842,Psychiatric,4.4,joint commission,(552) 321-3433
HOSP00703,General Hospital,340 Main Ave,Houston,PA,89119,205,Psychiatric,3.2,JCI,(998) 725-8483
HOSP00704,City Health Clinic,225 Oak Ave,Los Angeles,FL,10881,957,Trauma Center,4.9,JCI,(876) 548-9985
HOSP00705,Lakeside Health,3555 Oak St,Chicago ,OH,77169,574,Teaching,4.5, ,(697) 667-5156
HOSP00706,GENERAL HOSPITAL,6318 Lake Ave,Phoenix,NY,55894,161,Psychiatric,3.5,None,
HOSP00707,Lakeside Health,9947 Main St,New York,NY,,1134,General,,None,(745) 428-6115
HOSP00708,Community Hospital,6486 Park St,New York,MI,31898,629,,1.4,,(497) 270-1446
HOSP00709,Community Hospital,6161 Park Ave,New York ,MA,74238,,Teaching,1.8,DNV,(414) 800-7628
HOSP00710,Community Hospital,9359 Oak St,Chicago,WA,70342,80,Teaching,1.8,joint commission,(535) 396-6349
HOSP00711,Valley View Hospital,8266 Oak St,Houston,OH,26769,692,Trauma Center,4.3,JCI,(495) 456-6623
HOSP00712,Mercy Hospital ,1776 Lake Ave,Houston,WA,80598,411,Rehabilitation,1.8,JCI,(622) 234-4942
HOSP00713,City Health Clinic,1790 Main Ave,Los Angeles,TX,69635,780,Community,3.7,Joint Commission,(417) 228-6009
HOSP00714,Valley View Hospital,5621 Hill St,Dallas,WA ,92783,79,Trauma Center,1.2,,(595) 112-4460
HOSP00715,COMMUNITY HOSPITAL,3646 Hill St,Chicago,AZ,54848,442,Teaching,2.5,DNV,(649) 440-9327
HOSP00716,Sunrise Medical,3650 Park Ave,Phoenix,IL,26135,899,Psychiatric,3.7,,(629) 672-6078
HOSP00717,General Hospital,5158 Main St,Chicago,VA,74787,526,Community,2.5,,(253) 432-4422
HOSP00718,Regional Medical Center,8214 Hill St,Houston,NY,21831,673,Community,3.3,None,(936) 476-7403
HOSP00719,City Health Clinic,3424 Park St,Dallas,NC,,,,3.3,CARF,(420) 878-7758
HOSP00720,City Health Clinic,5878 Hill Ave,Dallas,OH,44041,864,Community,2.0,Joint Commission,(575) 389-6797
HOSP00721,City Health Clinic,732 Main St,Phoenix,PA,80644,445,Community,1.5,DNV,(811) 686-6699
