Accreditation,Address,Sum of Bed_Count,City,Hospital_ID,Hospital_Name,Hospital_Type,Phone,Sum of Rating,State,Zip_Code
joint commission,3129 Main Ave,711,Dallas,HOSP00534,Sunrise Medical,Community,(937) 471-8606,3.1,PA,49171
joint commission,3158 Elm Ave,536,New York,HOSP00856,Mercy Hospital,Trauma Center,Unknown,0,OH,79106
joint commission,3176 Oak Ave,160,Los Angeles,HOSP00173,MERCY HOSPITAL ,Specialty,(342) 919-1284,3.2,Unknown,15496
joint commission,3184 Oak Ave,0,New York,HOSP00622,Lakeside Health ,Rehabilitation,(917) 808-1605,1.4,IL,45871
joint commission,3199 Park Ave,102,Houston,HOSP00214,Lakeside Health,Rehabilitation,(627) 412-9935,1.2,MI,83527
joint commission,3253 Lake St,889,Houston,HOSP00739,Sunrise Medical,Specialty,(693) 627-5055,4,NY,41653
joint commission,3255 Main Ave,724,Houston,HOSP00560,Sunrise Medical,Unknown,(799) 199-3307,2.2,NJ,32782
joint commission,326 Hill Ave,373,Unknown,HOSP00131,City Health Clinic,Teaching,(300) 772-1407,3.2,FL,89879
joint commission,3267 Hill Ave,656,Los Angeles,HOSP00178,Mercy Hospital,Trauma Center,(940) 100-5005,4.9,FL,79476
joint commission,3303 Main Ave,859,New York,HOSP00595,City Health Clinic ,Trauma Center,(245) 588-4722,2.3,MI,40895
joint commission,3306 Elm Ave,365,Dallas,HOSP00895,General Hospital,Psychiatric,(859) 320-9451,4.2,VA,94468
joint commission,3416 Main Ave,920,New York,HOSP00772,Valley View Hospital,Teaching,(925) 845-1175,2.6,GA,28556
joint commission,3456 Lake St,130,Unknown,HOSP00954,Community Hospital,General,(440) 262-8930,2.6,TX,91584
joint commission,3484 Elm St,951,Phoenix,HOSP00436,Sunrise Medical,Specialty,(574) 820-1989,2.7,IL,94659
joint commission,3582 Park Ave,250,Chicago,HOSP00877,Metro Medical Center,Unknown,(924) 192-3297,2.8,NJ,33388
joint commission,3695 Oak St,446,Phoenix,HOSP00554,St. Mary Medical Center,Rehabilitation,(480) 510-4695,2.1,IL,25449
joint commission,3714 Hill Ave,604,Los Angeles,HOSP00970,REGIONAL MEDICAL CENTER,Psychiatric,(978) 234-3661,1.9,VA,13280
joint commission,3733 Elm Ave,276,Los Angeles,HOSP00393,Unknown,Teaching,(588) 288-9486,2.6,TX,52331
joint commission,3776 Oak St,0,Phoenix,HOSP00141,Metro Medical Center,Community,(722) 127-3618,1.3,MA,63486
joint commission,3803 Hill St,378,New York,HOSP00841,REGIONAL MEDICAL CENTER,Trauma Center,(472) 584-2720,2.2,TX,51434
joint commission,382 Elm St,512,Los Angeles,HOSP00410,Metro Medical Center,Specialty,(262) 320-4532,2.3,MI,72160
joint commission,3823 Elm St,1171,Houston,HOSP00059,City Health Clinic,Psychiatric,(320) 637-5140,4,OH,41343
joint commission,3891 Elm Ave,458,Phoenix,HOSP00626,Metro Medical Center,Trauma Center,Unknown,0,VA,72855
joint commission,3977 Park Ave,464,Los Angeles,HOSP00467,Unknown,Psychiatric,(984) 101-4516,1.2,NY,71030
joint commission,4068 Park St,794,Chicago,HOSP00914,REGIONAL MEDICAL CENTER,Community,(903) 955-8511,0,TX,30222
joint commission,4105 Lake St,325,New York,HOSP00998,Sunrise Medical,Community,(542) 833-6808,3.5,NJ,43437
joint commission,4137 Park Ave,934,Chicago ,HOSP00668,REGIONAL MEDICAL CENTER,Rehabilitation,(614) 802-3142,4.8,IL,33436
joint commission,4171 Lake St,1061,Los Angeles,HOSP00396,St. Mary Medical Center,Psychiatric,(866) 572-1911,2.1,CA,90220
joint commission,4185 Lake Ave,1142,New York ,HOSP00989,Valley View Hospital,General,(998) 601-5349,3.4,AZ,44471
joint commission,4213 Park St,841,Chicago,HOSP00364,Unknown,Psychiatric,(225) 235-1529,0,TX,20136
joint commission,4233 Oak Ave,289,Phoenix ,HOSP00992,REGIONAL MEDICAL CENTER,Psychiatric ,(537) 810-9492,4.7,AZ,91060
joint commission,4250 Hill St,53,Dallas,HOSP00476,Lakeside Health,Community,(357) 807-4866,1.7,FL,27604
joint commission,4265 Park St,664,Chicago,HOSP00563,Valley View Hospital,Trauma Center,(856) 839-2291,2.1,OH,0
joint commission,428 Park Ave,1141,Phoenix,HOSP00464,Lakeside Health,Specialty,(356) 743-2983,3.7,PA,16135
joint commission,4282 Park Ave,845,Dallas,HOSP00602,Sunrise Medical,Trauma Center,(743) 404-3566,2.2,CA ,32334
joint commission,4423 Elm St,0,Los Angeles,HOSP00088,Metro Medical Center,Trauma Center,(895) 478-5257,0,NC,75784
joint commission,4452 Lake Ave,472,Chicago,HOSP00316,General Hospital,Rehabilitation,Unknown,1.7,OH,14475
joint commission,4453 Hill Ave,80,New York,HOSP00137,Unknown,General,(307) 701-4009,2.5,AZ,79732
joint commission,4542 Main St,270,Chicago,HOSP00321,Sunrise Medical,General,(514) 768-5116,2.5,IL,70760
joint commission,4582 Main Ave,477,Chicago,HOSP00307,General Hospital,Specialty,(846) 564-3465,1.9,NJ,58059
joint commission,4597 Main Ave,513,New York,HOSP00318,Lakeside Health,Specialty,(535) 805-6728,1.2,VA,84577
joint commission,4616 Oak St,55,Phoenix,HOSP00347,Lakeside Health,Psychiatric,(307) 937-6941,2.2,OH,99647
joint commission,4636 Park Ave,452,Unknown,HOSP00335,Valley View Hospital,Specialty,(641) 666-8892,4.3,MA,33161
joint commission,4642 Elm Ave,493,Chicago,HOSP00572,Lakeside Health ,Psychiatric,(750) 688-6781,3.4,PA,66993
joint commission,466 Oak Ave,374,Chicago,HOSP00555,General Hospital,Trauma Center,(668) 355-6125,4.5,NJ,37725
joint commission,4720 Elm St,1146,Dallas,HOSP00858,Lakeside Health,Specialty,Unknown,1.9,IL,46160
joint commission,4733 Elm St,391,Los Angeles,HOSP00217,Community Hospital ,Unknown,(973) 979-2582,4.6,NY,70434
joint commission,4735 Main St,638,Houston,HOSP00640,St. Mary Medical Center,General,(652) 894-6444,2.2,TX,30838
joint commission,4791 Park Ave,426,Dallas,HOSP00292,General Hospital,Community,(988) 792-7180,3.9,NJ,69502
joint commission,4810 Hill St,205,Los Angeles,HOSP00543,Lakeside Health,Unknown,(478) 116-1215,3.7,CA,37914
joint commission,490 Lake Ave,408,Dallas,HOSP00419,St. Mary Medical Center,Unknown,Unknown,3.5,FL,96904
joint commission,4911 Elm St,1058,New York,HOSP00599,Mercy Hospital,Unknown,(323) 322-3030,4,IL,53053
joint commission,497 Oak Ave,710,Dallas,HOSP00628,Lakeside Health,Trauma Center,(796) 815-1660,0,CA,75672
joint commission,5022 Main St,876,Phoenix,HOSP00482,Valley View Hospital,Community,(423) 633-6283,1.3,MA,24727
joint commission,5034 Hill Ave,1125,Dallas,HOSP00132,St. Mary Medical Center,Psychiatric,(700) 699-1202,0,MI,95826
joint commission,5146 Elm St,867,Chicago,HOSP00556,Unknown,Specialty,(220) 698-1290,5,VA,87844
joint commission,5156 Lake St,432,Chicago,HOSP00276,REGIONAL MEDICAL CENTER,Rehabilitation,(816) 593-9081,4.9,TX,95364
joint commission,5197 Lake Ave,0,Los Angeles,HOSP00736,Valley View Hospital,Trauma Center,(323) 413-4699,2.1,MI,37593
joint commission,5207 Lake St,534,Dallas,HOSP00424,REGIONAL MEDICAL CENTER,Rehabilitation,(281) 666-8951,3.2,IL,63453
joint commission,5225 Hill Ave,375,Unknown,HOSP00387,Mercy Hospital,Psychiatric,(394) 152-6900,4.3,FL,29197
joint commission,5261 Park Ave,588,Houston,HOSP00830,Metro Medical Center ,General,(400) 595-7747,2.6,VA,63646
joint commission,5421 Main Ave,227,Phoenix,HOSP00950,Metro Medical Center,Rehabilitation,(452) 898-9754,4.1,MI,51892
joint commission,5442 Lake Ave,699,Chicago,HOSP00758,REGIONAL MEDICAL CENTER,General,(258) 483-4848,4.8,FL,59857
joint commission,5454 Lake St,692,New York,HOSP00002,City Health Clinic,Trauma Center,(691) 605-1601,2.8,MA,66771
joint commission,5527 Oak Ave,666,Phoenix,HOSP00533,Community Hospital,Teaching,(572) 829-3297,2.4,VA,18331
joint commission,5571 Lake Ave,905,Phoenix,HOSP00524,Unknown,Rehabilitation,(511) 339-6266,1.6,PA,89242
joint commission,5743 Park Ave,781,New York,HOSP00935,Unknown,Psychiatric,(848) 374-2619,4.3,OH,87908
joint commission,5787 Oak Ave,0,Unknown,HOSP00201,REGIONAL MEDICAL CENTER,Unknown,(342) 849-1399,4,NJ,43654
joint commission,5800 Oak Ave,828,Phoenix,HOSP00499,Sunrise Medical,Trauma Center,(328) 536-8760,3,PA,80818
joint commission,5823 Lake St,1026,Phoenix,HOSP00509,Mercy Hospital,Community,Unknown,3.7,MI,66788
joint commission,5878 Hill Ave,864,Dallas,HOSP00720,City Health Clinic,Community,(575) 389-6797,2,OH,44041
joint commission,5900 Elm Ave,617,Unknown,HOSP00993,Mercy Hospital,Teaching,(555) 503-3304,1.6,WA,65555
joint commission,5950 Oak Ave,339,Dallas,HOSP00652,Unknown,Trauma Center,(359) 465-2089,3.2,AZ,62224
joint commission,596 Elm St,0,Dallas,HOSP00465,Community Hospital,Teaching,(643) 563-3748,1.1,PA,23704
joint commission,6044 Hill St,86,New York,HOSP00001,City Health Clinic,Psychiatric,(526) 775-1533,1.2,Unknown,37870
joint commission,6170 Lake St,962,Houston,HOSP00608,Community Hospital,Unknown,(417) 391-2899,4.4,NC,57091
joint commission,6184 Elm Ave,738,Houston,HOSP00845,St. Mary Medical Center ,Rehabilitation,(382) 375-6769,3.1,PA,47543
joint commission,6186 Main St,461,Los Angeles,HOSP00208,General Hospital,Specialty,(344) 769-6417,4.3,VA,39895
joint commission,6243 Park St,782,Houston,HOSP00337,Mercy Hospital,Psychiatric,(593) 564-8597,2.6,PA,11342
joint commission,6265 Hill Ave,1032,Dallas,HOSP00507,City Health Clinic,Community,(692) 260-2494,0,PA,30586
joint commission,6285 Park Ave,273,New York,HOSP00333,St. Mary Medical Center,Rehabilitation,(740) 123-3440,2.4,Unknown,78961
joint commission,632 Main Ave,1062,Dallas,HOSP00356,Valley View Hospital,Trauma Center,(299) 496-5409,1.4,OH,31005
joint commission,641 Park St,335,Dallas,HOSP00836,Unknown,General,(351) 830-1988,4.8,OH,22453
joint commission,6444 Hill St,926,Los Angeles,HOSP00814,Community Hospital,Teaching,(393) 813-6159,2.1,NY,32503
joint commission,648 Hill Ave,399,New York,HOSP00207,City Health Clinic,Community,(666) 447-5501,1.2,MI,0
joint commission,6496 Hill Ave,815,Unknown,HOSP00539,General Hospital,Specialty,(231) 784-6800,2.7,NY,62255
joint commission,6500 Lake St,0,Los Angeles,HOSP00905,Sunrise Medical,Specialty,(886) 476-3861,1.2,GA,29945
joint commission,6521 Main St,332,New York,HOSP00942,Metro Medical Center,Trauma Center,(463) 108-5020,1.2,FL,43354
joint commission,6642 Main Ave,187,Dallas,HOSP00910,City Health Clinic,Unknown,(653) 370-7865,4.8,GA,66358
joint commission,6698 Hill Ave,929,Los Angeles ,HOSP00478,Metro Medical Center,Rehabilitation ,(867) 464-1656,1.4,WA,20697
joint commission,6775 Oak St,730,Los Angeles,HOSP00637,General Hospital,Specialty,(878) 856-3155,2.1,Unknown,44113
joint commission,6860 Park Ave,279,Chicago,HOSP00951,Lakeside Health,Unknown,(447) 193-5142,4.9,NY,95069
joint commission,6872 Elm Ave,759,Chicago,HOSP00293,Lakeside Health,Specialty,(261) 387-4343,1.1,IL,54696
joint commission,689 Main Ave,513,Dallas,HOSP00216,Valley View Hospital,Psychiatric,(604) 622-4211,0,NC,35485
joint commission,6906 Elm St,379,Phoenix,HOSP00775,Community Hospital,Teaching,(617) 646-8342,2.3,OH,17124
joint commission,6945 Park St,101,New York,HOSP00342,General Hospital,Community ,(901) 833-9050,3.4,NY,34587
joint commission,6950 Hill St,631,Houston,HOSP00497,Unknown,General,(812) 569-8305,2,GA,71762
joint commission,6959 Elm Ave,1124,Unknown,HOSP00148,Sunrise Medical,Psychiatric,(675) 406-6052,4.9,GA,11506
joint commission,6985 Lake Ave,363,Phoenix,HOSP00392,MERCY HOSPITAL ,General,(411) 965-8757,2.3,CA,11394
joint commission,7030 Lake St,193,Houston ,HOSP00559,REGIONAL MEDICAL CENTER,Psychiatric,(892) 736-9597,1.5,WA,58089
joint commission,7063 Park St,204,Dallas,HOSP00827,Metro Medical Center,Rehabilitation,(248) 203-1164,0,GA,50020
joint commission,707 Oak Ave,820,Dallas,HOSP00343,Mercy Hospital,Psychiatric,(955) 366-2903,3,VA,30483
joint commission,7072 Main St,887,Los Angeles,HOSP00939,Lakeside Health,Trauma Center,(215) 292-5747,2.4,MA,30047
joint commission,7080 Elm Ave,130,Dallas,HOSP00154,REGIONAL MEDICAL CENTER,Psychiatric,(709) 931-7535,2.3,NJ,24556
joint commission,7098 Lake St,827,Phoenix,HOSP00341,REGIONAL MEDICAL CENTER,Psychiatric,(888) 469-6471,1.1,Unknown,70569
joint commission,7150 Park St,799,Dallas,HOSP00749,Community Hospital,Teaching,(881) 802-9330,3,CA,71853
joint commission,7151 Hill Ave,211,Dallas,HOSP00792,REGIONAL MEDICAL CENTER,Trauma Center,(833) 128-1550,4.7,IL,14184
joint commission,7199 Park Ave,80,New York,HOSP00133,Community Hospital ,General,(713) 434-2801,3.3,MA,0
joint commission,7230 Main St,745,Phoenix,HOSP00368,REGIONAL MEDICAL CENTER,Community,(502) 977-2294,3.5,CA,42481
joint commission,7232 Hill St,626,Dallas,HOSP00888,REGIONAL MEDICAL CENTER,Unknown,(265) 964-1461,3.1,FL,42057
joint commission,7232 Park St,1194,Phoenix,HOSP00977,Valley View Hospital,Rehabilitation,(587) 795-6832,1.9,PA ,49909
joint commission,7251 Hill Ave,487,Unknown,HOSP00060,Mercy Hospital,General,(866) 528-4325,2,IL,0
joint commission,7256 Elm Ave,477,Dallas,HOSP00570,Lakeside Health,Psychiatric,(301) 416-1941,2,OH,17926
joint commission,7333 Lake Ave,358,Houston,HOSP00553,Lakeside Health,Specialty,(565) 493-8752,2.7,Unknown,83287
joint commission,7422 Park St,924,Dallas,HOSP00164,Sunrise Medical,Specialty,(724) 473-1563,4,VA ,84867
joint commission,7437 Hill Ave,0,Los Angeles,HOSP00378,Lakeside Health,Unknown,(451) 191-4105,0,NJ,80193
joint commission,7448 Hill Ave,1178,New York,HOSP00108,Lakeside Health,Specialty,(314) 688-3730,3.4,NY,21413
joint commission,7504 Elm St,1163,Phoenix,HOSP00867,Mercy Hospital,Community,(905) 990-4613,3,CA,12315
joint commission,7508 Elm Ave,236,Dallas,HOSP00784,General Hospital,Psychiatric,(567) 724-5988,3.2,NC,91238
joint commission,7554 Lake Ave,617,New York,HOSP00886,Valley View Hospital,Teaching,(783) 880-5405,2.1,IL,99410
joint commission,7562 Main Ave,472,New York,HOSP00259,Mercy Hospital,Community,(642) 435-1786,4,GA,51070
joint commission,7571 Elm Ave,845,Unknown,HOSP00890,REGIONAL MEDICAL CENTER,General,(569) 528-7689,3.3,TX,19952
joint commission,7587 Hill Ave,1088,Chicago,HOSP00171,General Hospital,General,(337) 812-5727,4.3,NJ,20343
joint commission,76 Oak Ave,750,New York,HOSP00526,Valley View Hospital,Community,Unknown,3.7,WA,79785
joint commission,7645 Lake St,688,Houston,HOSP00104,Unknown,Trauma Center,(262) 140-8663,0,GA,61843
joint commission,7671 Park Ave,936,Dallas,HOSP00881,General Hospital,Rehabilitation,(762) 343-8093,3.3,MA,64967
joint commission,7679 Hill St,730,Dallas,HOSP00188,Unknown,Community,(837) 682-7098,1.9,VA,67621
joint commission,7694 Hill St,0,Los Angeles,HOSP00280,St. Mary Medical Center,Trauma Center,(720) 839-2098,2.1,FL,99946
joint commission,7704 Oak Ave,842,Phoenix,HOSP00702,Community Hospital,Psychiatric,(552) 321-3433,4.4,NJ,99516
joint commission,7711 Park Ave,144,Dallas ,HOSP00654,Community Hospital,Rehabilitation,(705) 514-7632,1.7,MA,96511
joint commission,7717 Oak St,1170,Chicago,HOSP00484,General Hospital,General,(974) 643-9806,4.7,GA,17156
joint commission,7746 Main St,628,Los Angeles,HOSP00046,Unknown,Trauma Center,(920) 133-7664,2.8,NJ,19061
joint commission,7777 Main St,363,Dallas,HOSP00136,Community Hospital,General,(747) 413-7536,1.4,GA,46812
joint commission,7792 Park Ave,1017,Chicago,HOSP00516,Community Hospital,General,(900) 629-9058,1.4,AZ,86757
joint commission,7805 Lake St,964,Dallas,HOSP00793,REGIONAL MEDICAL CENTER,General,(916) 245-6954,3.3,Unknown,71901
joint commission,7815 Park St,645,Dallas,HOSP00028,Lakeside Health,Specialty,(438) 763-9402,1.4,GA,42541
joint commission,7862 Hill Ave,390,New York,HOSP00158,City Health Clinic,General,(544) 752-9231,0,PA,30295
joint commission,8011 Lake St,377,Phoenix,HOSP00561,Community Hospital,Specialty,(821) 405-4015,3.4,VA,0
joint commission,8032 Hill St,207,Dallas,HOSP00344,Community Hospital,Specialty,(446) 897-1209,1.9,MI,43085
joint commission,8071 Oak Ave,926,Houston,HOSP00926,Metro Medical Center,Rehabilitation,(929) 582-9762,1.2,NC,11026
joint commission,8103 Lake St,50,Phoenix,HOSP00598,Metro Medical Center,Teaching,Unknown,1.3,VA,33822
joint commission,8116 Hill St,366,Los Angeles,HOSP00235,Sunrise Medical,Teaching,(301) 193-4466,1.8,NJ,96012
joint commission,813 Lake Ave,740,New York,HOSP00674,City Health Clinic,Teaching,(710) 100-1313,1.1,VA,86919
joint commission,8143 Oak St,603,Dallas,HOSP00413,St. Mary Medical Center,Community,(452) 277-5340,0,Unknown,27348
joint commission,8162 Oak Ave,0,New York,HOSP00437,Community Hospital,Specialty,(847) 393-1628,1.2,PA,65761
joint commission,8182 Main St,661,Chicago,HOSP00116,REGIONAL MEDICAL CENTER,Teaching,(334) 223-7935,4.1,MA,83270
joint commission,8228 Park Ave,179,Chicago,HOSP00434,Lakeside Health,Teaching,Unknown,3.8,FL,69206
joint commission,8312 Oak Ave,1104,Phoenix,HOSP00807,Community Hospital,Specialty,(455) 941-5700,3.4,WA,62093
joint commission,8347 Hill Ave,369,Dallas,HOSP00309,City Health Clinic,Unknown,(863) 362-4064,1.3,GA,16626
joint commission,8406 Elm St,711,Houston,HOSP00281,Metro Medical Center,Specialty,(687) 766-8561,1.1,NY,59275
joint commission,8424 Lake Ave,770,Chicago,HOSP00215,Metro Medical Center,Community,(580) 997-1916,4.9,TX,99029
joint commission,8722 Main St,951,Unknown,HOSP00990,General Hospital,Community,(201) 796-9047,0,VA,53476
joint commission,8723 Main St,674,New York,HOSP00616,City Health Clinic,Teaching,(855) 285-1727,1.1,OH,50503
joint commission,8738 Oak St,777,New York,HOSP00613,Mercy Hospital,General,(683) 747-3430,4.6,Unknown,46822
joint commission,8820 Main Ave,0,Dallas,HOSP00090,Valley View Hospital,Teaching,(318) 868-5521,4.8,OH,59962
joint commission,8874 Main Ave,790,Los Angeles,HOSP00981,Metro Medical Center,Teaching,(494) 386-1550,1.1,NC,95580
joint commission,8897 Oak St,897,Chicago,HOSP00840,Metro Medical Center,Psychiatric,(554) 847-7900,4,OH,74550
joint commission,8903 Park Ave,712,New York,HOSP00411,REGIONAL MEDICAL CENTER,Rehabilitation,(947) 588-9263,1.2,PA,11826
joint commission,8943 Park Ave,615,Phoenix,HOSP00166,Sunrise Medical,Teaching,Unknown,4.4,Unknown,28106
joint commission,8958 Hill Ave,142,Chicago,HOSP00008,Mercy Hospital,Teaching,(465) 675-1288,3.1,NC,49971
joint commission,8970 Park Ave,554,Houston ,HOSP00638,REGIONAL MEDICAL CENTER,Rehabilitation,(603) 468-4151,1.9,NC,87656
joint commission,8972 Oak St,426,Unknown,HOSP00630,Mercy Hospital,Rehabilitation,(836) 271-8670,4.4,NJ,17599
joint commission,8975 Main St,905,Los Angeles,HOSP00078,Lakeside Health,Psychiatric,(660) 117-1502,4.2,PA,52464
joint commission,9114 Main St,744,Phoenix,HOSP00026,Sunrise Medical,General,(992) 295-3525,4.9,FL,36439
joint commission,923 Park St,705,Houston,HOSP00690,City Health Clinic,Unknown,(607) 835-2210,4.4,MA,88043
joint commission,9356 Main Ave,254,Dallas,HOSP00767,Mercy Hospital,Community,(750) 142-1741,2.4,NC,31392
joint commission,9359 Oak St,80,Chicago,HOSP00710,Community Hospital,Teaching,(535) 396-6349,1.8,WA,70342
joint commission,9450 Elm St,321,New York,HOSP00583,Unknown,Rehabilitation,(798) 262-2155,4.2,OH,15973
joint commission,9450 Oak Ave,69,New York,HOSP00013,General Hospital,Unknown,(536) 767-3881,4.2,MA,82038
joint commission,9467 Hill Ave,112,Unknown,HOSP00660,Lakeside Health,Rehabilitation,(702) 944-6226,1.5,MI,76228
joint commission,9477 Lake Ave,744,Chicago,HOSP00915,REGIONAL MEDICAL CENTER,Community,(928) 280-1232,3.4,WA,18456
joint commission,9529 Main St,298,New York,HOSP00627,Lakeside Health,Trauma Center ,(262) 162-5646,1.8,CA,50097
joint commission,9561 Hill St,834,Phoenix,HOSP00619,Mercy Hospital,Teaching,(974) 767-8693,3.7,VA,53486
joint commission,9569 Lake St,732,Dallas,HOSP00506,City Health Clinic,Trauma Center,(500) 824-7786,0,NY,34127
joint commission,9592 Elm Ave,0,New York,HOSP00074,Mercy Hospital,Trauma Center,(908) 387-7588,3.5,TX,53554
joint commission,9640 Hill Ave,555,Houston,HOSP00361,City Health Clinic,Teaching,(239) 529-6065,4.5,NY,51525
joint commission,9681 Main St,1159,New York,HOSP00917,Community Hospital ,Psychiatric,(592) 575-7603,0,AZ,70508
joint commission,9685 Main Ave,711,Dallas,HOSP00249,Community Hospital,Rehabilitation,(244) 565-3454,5,NC,20965
joint commission,9736 Main Ave,1105,Houston,HOSP00663,Mercy Hospital,Unknown,(942) 110-4544,1.2,CA,18217
joint commission,974 Hill St,781,New York,HOSP00618,REGIONAL MEDICAL CENTER,Community,(877) 597-7345,2.9,Unknown,75711
joint commission,9775 Oak St,609,Phoenix,HOSP00470,Unknown,Psychiatric,(753) 356-3737,1.2,NJ,0
joint commission,9819 Oak St,500,Phoenix,HOSP00972,Lakeside Health,Specialty,(804) 918-8929,2.3,MI,19534
joint commission,9865 Park Ave,860,New York,HOSP00098,City Health Clinic,General,(467) 598-2806,4.8,MI,40104
joint commission,9888 Hill St,640,Phoenix,HOSP00244,St. Mary Medical Center,Specialty ,(875) 696-3416,1.3,NC,94189
joint commission,9917 Hill St,643,Unknown,HOSP00810,City Health Clinic,Psychiatric,(856) 995-6689,2.1,WA,63760
joint commission,9928 Lake St,967,Houston,HOSP00959,St. Mary Medical Center,Community,(420) 470-9413,3.7,NJ ,48746
joint commission,9972 Park Ave,119,Unknown,HOSP00607,REGIONAL MEDICAL CENTER,Community,(562) 112-7759,2,VA,70398
joint commission,9989 Hill Ave,51,New York,HOSP00138,Unknown,Teaching,(881) 413-1963,1.4,NC,36612
Joint Commission ,1427 Elm St,298,Chicago,HOSP00428,REGIONAL MEDICAL CENTER,General,(987) 512-9250,3.5,NJ,99941
Joint Commission ,2578 Hill St,283,Phoenix,HOSP00659,Sunrise Medical,Rehabilitation,(513) 550-5231,3.2,PA,52757
Joint Commission ,2778 Park St,134,Houston,HOSP00678,Sunrise Medical,Community,(571) 370-6931,4.7,GA ,91593
Joint Commission ,3200 Elm Ave,688,Phoenix,HOSP00893,City Health Clinic,General,(735) 484-6266,3,CA,38848
Joint Commission ,397 Hill Ave,1101,Chicago,HOSP00332,General Hospital,Specialty,(281) 376-4405,2.1,IL,80653
Joint Commission ,8260 Oak St,768,Los Angeles,HOSP00567,Community Hospital,Psychiatric,(351) 898-8951,3.5,MI,37033
Joint Commission ,844 Lake St,990,Dallas,HOSP00971,Mercy Hospital,Teaching,(298) 694-7001,4.5,GA,93888
None,101 Elm Ave,1030,Los Angeles,HOSP00604,Lakeside Health,Rehabilitation,(690) 110-2424,1.8,IL,98112
None,1081 Lake St,0,Los Angeles,HOSP00811,REGIONAL MEDICAL CENTER,Trauma Center,(990) 459-4615,1.2,NJ,41717
None,1411 Elm St,373,Phoenix,HOSP00112,REGIONAL MEDICAL CENTER,Community,(584) 318-5865,4.5,NJ,19742
None,1421 Oak Ave,107,Phoenix,HOSP00328,Lakeside Health,Community,(339) 279-8511,4.6,NY,69751
None,1459 Park Ave,94,Dallas,HOSP00669,St. Mary Medical Center,General,(451) 649-5022,4,AZ,74276
None,1465 Main St,80,Houston,HOSP00195,Sunrise Medical,Rehabilitation ,(724) 309-7823,1.5,NJ,98949
None,1482 Main St,71,Chicago,HOSP00456,Metro Medical Center,Rehabilitation,(906) 807-7208,3.3,Unknown,54067
None,1554 Park Ave,75,Chicago,HOSP00596,Valley View Hospital,Community,(943) 578-9023,1.9,NC,74426
None,1582 Park St,255,Dallas,HOSP00645,St. Mary Medical Center,Rehabilitation,(293) 523-6994,4.2,IL,16596
None,1588 Hill St,260,Phoenix,HOSP00019,Community Hospital,Specialty,(882) 545-2810,4.5,GA,78713
None,1621 Elm St,819,Los Angeles,HOSP00273,Community Hospital,Community,(734) 494-9504,1.7,OH,91836
None,1727 Lake Ave,389,Los Angeles,HOSP00397,General Hospital,Trauma Center,(322) 361-7022,4.1,NJ ,86620
None,188 Lake Ave,1090,Dallas,HOSP00184,Lakeside Health,Psychiatric,(853) 367-8278,4.2,OH,37803
None,1943 Elm St,622,Los Angeles,HOSP00730,City Health Clinic,Community,(247) 980-6766,4.9,NJ,75581
None,1946 Oak St,567,Phoenix,HOSP00691,Sunrise Medical,Psychiatric,(525) 482-3706,4,OH,67578
None,1961 Park St,203,New York,HOSP00382,Metro Medical Center,Teaching,(796) 510-7755,1.8,NC,0
None,2021 Elm Ave,0,Los Angeles,HOSP00530,City Health Clinic,Psychiatric,(427) 865-5659,3.6,OH,77147
None,2024 Oak St,497,Chicago,HOSP00447,St. Mary Medical Center,Community,(997) 939-4215,1.8,NC,51969
None,2032 Lake Ave,506,Los Angeles,HOSP00629,Unknown,Specialty,(532) 441-4543,5,FL,65241
None,2137 Park St,954,Dallas,HOSP00600,Community Hospital,Specialty,Unknown,2.7,FL,42024
None,2256 Park Ave,949,Los Angeles,HOSP00473,Unknown,Psychiatric,(624) 656-2160,4,NJ,91678
None,2417 Oak Ave,559,Houston,HOSP00741,City Health Clinic ,Psychiatric,(783) 539-1609,2.6,NC,91691
None,2430 Lake St,0,New York,HOSP00870,Unknown,Psychiatric,(525) 829-3692,2.3,MA,88686
None,2458 Lake St,1055,Dallas,HOSP00887,Lakeside Health,Trauma Center,(755) 580-5382,2.5,OH,51629
None,2476 Hill St,1030,Unknown,HOSP00471,Community Hospital,Psychiatric,(391) 230-3458,2.4,WA,76533
None,2610 Hill St,1174,Los Angeles,HOSP00988,Community Hospital,Specialty,(434) 231-6627,3,NJ,0
None,2612 Park Ave,1014,New York,HOSP00753,Valley View Hospital,Teaching,(271) 197-5921,4.7,GA,79924
None,2631 Oak St,549,Dallas,HOSP00220,Mercy Hospital,Unknown,Unknown,3.4,PA,28940
None,2698 Oak St,344,New York,HOSP00751,City Health Clinic,Specialty,(949) 735-5991,3.6,IL,76757
None,2715 Lake Ave,1133,New York,HOSP00120,Valley View Hospital,General,Unknown,4.7,FL,58023
None,2778 Oak Ave,321,Unknown,HOSP00427,Lakeside Health,Community,(453) 463-1802,1.3,NC,42003
None,2822 Oak Ave,457,Chicago,HOSP00734,St. Mary Medical Center,Psychiatric,(509) 836-5721,4.9,NJ,52592
None,2845 Oak St,194,New York,HOSP00540,Community Hospital,General,(318) 280-2036,2.6,NY,0
None,2847 Hill St,1173,New York ,HOSP00621,General Hospital,Trauma Center,(432) 923-6215,3.9,MA,66225
None,2972 Lake Ave,602,New York,HOSP00518,General Hospital,Unknown,(258) 183-1509,0,TX,48409
